               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.027074,            0.019077,            0.007796,             0.78602,             0.73342,             0.78458,             0.54746,            0.030494,            0.010672,            0.015686,           0.0076075,           0.0076075,           0.0076075
                 147,            0.027958,            0.018801,           0.0075182,             0.81488,             0.72226,             0.78382,             0.55472,            0.030712,            0.010675,            0.015554,            0.007591,            0.007591,            0.007591
                 148,            0.027276,            0.018605,           0.0074593,             0.81639,             0.71918,             0.78975,             0.54812,            0.030204,            0.010634,            0.015398,           0.0075745,           0.0075745,           0.0075745
                 149,            0.027383,            0.018768,            0.006849,             0.79813,             0.74159,             0.80233,             0.55306,            0.030078,            0.010649,            0.015312,            0.007558,            0.007558,            0.007558
                 150,            0.026771,            0.018509,           0.0069629,             0.80788,             0.72815,             0.79733,             0.55678,            0.030598,            0.010949,            0.016438,           0.0075415,           0.0075415,           0.0075415
                 151,            0.026977,            0.018472,           0.0074688,             0.73729,             0.80173,             0.79631,             0.55743,            0.030348,            0.010703,            0.016296,            0.007525,            0.007525,            0.007525
                 152,            0.027118,            0.018572,           0.0073297,             0.78981,             0.75241,             0.80077,             0.56134,            0.030336,            0.010604,            0.016639,           0.0075085,           0.0075085,           0.0075085
                 153,            0.027066,            0.018398,           0.0068166,             0.82968,             0.72272,             0.79451,             0.56136,            0.030678,            0.010733,            0.016843,            0.007492,            0.007492,            0.007492
                 154,            0.026764,            0.018327,            0.006537,             0.81968,             0.72459,              0.7993,              0.5609,            0.030504,            0.010644,             0.01616,           0.0074755,           0.0074755,           0.0074755
                 155,            0.026938,            0.018044,           0.0071226,             0.84659,             0.74671,             0.80609,              0.5619,            0.030193,            0.010901,            0.016562,            0.007459,            0.007459,            0.007459
                 156,            0.026708,             0.01797,           0.0068048,             0.87203,             0.70701,              0.8018,             0.56318,             0.03021,            0.010812,            0.017083,           0.0074425,           0.0074425,           0.0074425
                 157,            0.026516,            0.018184,           0.0069231,             0.84083,             0.70458,              0.7961,             0.56272,            0.030478,             0.01089,            0.017809,            0.007426,            0.007426,            0.007426
